gene;Fiper_consensus_PANCancer;ADAM_PANCancer;Fiper_consensus_lung;ADAM_lung;Fiper_consensus_LungNeuro;ADAM_LungNeuro;Fiper_consensus_NSCLC;ADAM_NSCLC;Fiper_consensus_bone;ADAM_bone;Fiper_consensus_Osteosarcoma;ADAM_Osteosarcoma;Fiper_consensus_Ewing;ADAM_Ewing
TRUB2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TSACC;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TSBP1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TSC1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TSC2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TSC22D1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TSC22D2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TSC22D3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TSC22D4;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TSEN15;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TSEN2;E;NE;E;E;E;NE;E;E;E;E;E;NE;E;NE
TSEN34;NE;NE;NE;NE;NE;NE;NE;NE;E;NE;E;NE;E;NE
TSEN54;E;E;E;E;E;E;E;E;E;E;E;E;E;E
TSFM;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TSG101;E;E;E;E;E;E;E;E;E;E;E;E;E;E
TSGA10;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TSGA10IP;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TSGA13;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TSHB;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TSHR;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TSHZ1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TSHZ2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TSHZ3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TSKS;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TSKU;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TSLP;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TSN;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TSNARE1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TSNAX;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TSNAXIP1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TSPAN1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TSPAN11;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TSPAN12;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TSPAN13;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TSPAN14;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TSPAN15;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TSPAN16;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TSPAN17;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TSPAN18;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TSPAN19;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TSPAN2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TSPAN3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TSPAN31;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TSPAN32;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TSPAN33;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TSPAN4;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TSPAN5;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TSPAN6;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TSPAN7;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TSPAN8;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TSPAN9;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TSPEAR;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TSPO;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TSPO2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TSPOAP1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TSPYL1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TSPYL2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TSPYL4;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TSPYL5;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TSPYL6;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TSR1;E;E;E;E;E;E;E;E;E;E;E;E;E;E
TSR2;E;E;E;E;E;E;E;E;E;E;E;E;E;E
TSR3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TSSC4;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TSSK1B;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TSSK2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TSSK3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TSSK4;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TSSK6;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TST;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TSTD1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TSTD2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TTBK1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TTBK2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TTC1;E;E;E;E;E;E;E;E;E;E;E;E;E;E
TTC12;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TTC13;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TTC14;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TTC16;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TTC17;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TTC19;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TTC21A;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TTC21B;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TTC22;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TTC23;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TTC23L;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TTC24;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TTC26;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TTC27;E;E;E;E;E;E;E;E;E;E;E;E;E;E
TTC28;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TTC29;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TTC3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TTC30A;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TTC30B;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TTC31;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TTC32;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TTC33;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TTC34;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TTC36;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TTC38;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TTC39A;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TTC39B;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TTC39C;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TTC4;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;E;E
TTC5;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TTC7A;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TTC7B;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TTC8;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TTC9;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TTC9B;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TTC9C;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TTF1;E;NE;E;E;E;E;E;E;E;NE;E;NE;E;NE
TTF2;E;NE;NE;E;E;E;NE;E;E;E;E;NE;E;E
TTI1;E;NE;E;E;E;E;E;E;E;E;E;E;E;E
TTI2;E;E;E;E;E;E;E;E;E;E;E;NE;E;E
TTK;E;E;E;E;E;E;E;E;E;E;E;E;E;E
TTL;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TTLL1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TTLL10;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TTLL11;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TTLL12;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TTLL2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TTLL3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TTLL4;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TTLL5;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TTLL6;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TTLL7;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TTLL9;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TTN;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TTPA;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TTPAL;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TTR;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TTYH1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TTYH2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TTYH3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TUB;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TUBA1A;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TUBA1B;E;E;E;E;E;E;E;E;E;E;E;E;E;E
TUBA1C;NE;NE;NE;NE;E;NE;NE;NE;NE;NE;E;E;NE;NE
TUBA3C;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TUBA3D;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TUBA3E;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TUBA4A;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TUBA8;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TUBAL3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TUBB;E;E;E;E;E;E;E;E;E;E;E;E;E;E
TUBB1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TUBB2A;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TUBB2B;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TUBB3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TUBB4A;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TUBB4B;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TUBB6;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TUBD1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;E;NE
TUBE1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;E;NE
TUBG1;E;E;E;E;E;E;E;E;E;E;E;E;E;E
TUBG2;NE;NE;NE;NE;NE;NE;E;NE;NE;NE;E;NE;NE;NE
TUBGCP2;E;E;E;E;E;E;E;E;NE;E;E;E;NE;E
TUBGCP3;E;E;E;E;E;E;E;E;E;E;E;E;E;E
TUBGCP4;E;E;E;E;E;E;E;E;E;E;E;E;E;E
TUBGCP5;E;E;E;E;E;E;E;E;E;E;E;E;E;E
TUBGCP6;E;E;E;E;E;E;E;E;E;E;E;E;E;E
TUFM;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TUFT1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TULP1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TULP2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TULP3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TULP4;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TUSC1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TUSC2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TUSC3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TUT1;E;E;E;E;E;E;E;E;E;E;E;E;E;E
TUT4;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TUT7;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TVP23A;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TWF1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TWF2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TWIST1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TWIST2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TWNK;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TWSG1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TXK;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TXLNA;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TXLNB;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TXLNG;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TXN;E;E;E;E;E;E;E;E;E;E;E;E;E;E
TXN2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TXNDC11;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TXNDC12;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TXNDC15;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TXNDC16;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TXNDC17;NE;NE;NE;NE;NE;NE;NE;NE;E;NE;E;NE;E;NE
TXNDC2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TXNDC5;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TXNDC8;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TXNDC9;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TXNIP;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TXNL1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TXNL4A;E;E;E;E;E;E;E;E;E;E;E;E;E;E
TXNL4B;E;E;E;E;E;E;E;E;E;E;E;E;E;E
TXNRD1;NE;NE;NE;NE;NE;NE;NE;NE;E;E;E;E;E;E
TXNRD2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TYK2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TYMP;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TYMS;NE;NE;NE;E;NE;NE;NE;E;NE;NE;NE;NE;NE;NE
TYR;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TYRO3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TYROBP;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TYRP1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TYSND1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TYW1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TYW1B;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TYW3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
TYW5;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
U2AF1;E;E;E;E;E;E;E;E;E;E;E;E;E;E
U2AF1L4;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
U2AF2;E;E;E;E;E;E;E;E;E;E;E;E;E;E
U2SURP;E;E;E;E;E;E;E;E;E;E;E;E;E;E
UACA;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
UAP1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
UAP1L1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
UBA1;E;E;E;E;E;E;E;E;E;E;E;E;E;E
UBA2;E;E;E;E;E;E;E;E;E;E;E;E;E;E
UBA3;E;NE;E;E;E;E;E;E;E;E;E;NE;E;E
UBA5;NE;NE;NE;E;NE;NE;NE;E;NE;NE;E;NE;NE;NE
UBA52;E;E;E;E;E;E;E;E;E;E;E;E;E;E
UBA6;NE;NE;E;E;E;NE;E;E;NE;NE;E;NE;NE;NE
UBA7;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
UBAC1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
UBAC2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
UBALD1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
UBALD2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
UBAP1;E;E;E;E;E;E;E;E;E;E;E;E;E;E
UBAP1L;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
UBAP2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
UBAP2L;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
UBASH3A;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
UBASH3B;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
UBB;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
UBC;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
UBD;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
UBE2A;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
UBE2B;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
UBE2C;E;E;E;E;E;E;E;E;E;E;E;NE;E;E
UBE2D1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
UBE2D2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
UBE2D3;NE;NE;NE;E;NE;NE;NE;E;NE;NE;NE;NE;NE;NE
UBE2D4;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
UBE2E1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
UBE2E2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
UBE2E3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
UBE2F;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
UBE2G1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
UBE2G2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
UBE2H;NE;NE;NE;E;NE;NE;NE;E;NE;NE;E;NE;NE;NE
UBE2I;E;E;E;E;E;E;E;E;E;E;E;E;E;E
UBE2J1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
UBE2J2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
UBE2K;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
UBE2L3;E;E;E;E;E;E;E;E;E;E;E;E;E;E
UBE2L6;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
UBE2M;E;E;E;E;E;E;E;E;E;E;E;E;E;E
UBE2N;E;NE;E;E;NE;E;E;E;E;E;E;E;E;E
UBE2O;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
UBE2Q1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
UBE2Q2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
UBE2QL1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
UBE2R2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
UBE2S;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
UBE2T;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
UBE2U;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
UBE2V1;NE;NE;NE;NE;E;NE;NE;NE;E;NE;E;NE;NE;NE
UBE2V2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
UBE2W;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
UBE2Z;NE;NE;NE;NE;NE;NE;NE;NE;E;NE;E;NE;E;NE
UBE3A;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
UBE3B;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
UBE3C;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
UBE3D;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
UBE4A;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
UBE4B;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
UBFD1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
UBIAD1;NE;NE;NE;E;NE;NE;NE;E;NE;NE;NE;NE;NE;NE
UBL3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
UBL4A;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
UBL4B;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
UBL5;E;E;E;E;E;E;E;E;E;E;E;E;E;E
UBL7;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
UBLCP1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
UBN1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
UBN2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
UBOX5;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
UBP1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
UBQLN1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
UBQLN2;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
UBQLN3;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
UBQLN4;E;NE;E;E;E;NE;E;E;E;NE;E;NE;E;NE
UBQLNL;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
UBR1;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE;NE
